index,Filer_499_ID,LastFiling,USF_Contributor_1,Legal_Name_of_Carrier,Doing_Business_As,Principal_Comm_Type_1,Holding_Company,CORESID,Management_Company,HQ_Address1,HQ_Address2,HQ_Address3,HQ_City,HQ_State,HQ_Zip_Code,Customer_Inquiries_Address1,Customer_Inquiries_Address2,Customer_Inquiries_Address3,Customer_Inquiries_City,Customer_Inquiries_State,Customer_Inquiries_Zip_Code,Customer_Inquiries_Telephone,Customer_Inquiries_Ext,Other_Trade_Name1,Other_Trade_Name2,Other_Trade_Name3,Other_Trade_Name4,Other_Trade_Name5,Other_Trade_Name6,Other_Trade_Name7,Other_Trade_Name8,Other_Trade_Name9,Other_Trade_Name10,Other_Trade_Name11,Other_Trade_Name12,Other_Trade_Name13,DC_Agent1,DC_Agent2,DC_Agent_Telephone,DC_Agent_Ext,DC_Agent_Fax,DC_Agent_EMail,DC_Agent_Address1,DC_Agent_Address2,DC_Agent_Address3,DC_Agent_City,DC_Agent_State,DC_Agent_Zip,Alternate_Agent1,Alternate_Agent2,Alternate_Agent_Telephone,Alternate_Agent_Ext,Alternate_Agent_Fax,Alternate_Agent_EMail,Alternate_Agent_Address1,Alternate_Agent_Address2,Alternate_Agent_Address3,Alternate_Agent_City,Alternate_Agent_State,Alternate_Agent_Zip_Code,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Johnston_Atoll,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Midway_Atoll,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,US_Virgin_Islands,Vermont,Virginia,Wake_Island,Washington,West_Virginia,Wisconsin,Wyoming,note1,note2,note3
3288,816106,4/1/2019,No,"State Telephone Long Distance Company, Inc.","State Telephone Long Distance Company, Inc.",Interexchange Carrier,STATE TELEPHONE COMPANY,0004314068,,46 Reed St,,,Coxsackie,NY,12051,46 Reed St,,,Coxsackie,NY,12051,(518) 731-6128,,"State Telephone Long Distance, Inc.",,,,,,,,,,,,,Thomas Moorman,Woods & Aitken LLP,(202) 944-9500,,(202) 944-9501,FCCagent@woodsaitken.com,"5335 Wisconsin Avenue, N.W.",Suite 950,,Washington,DC,20015-2092,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3322,816258,4/1/2019,Yes,Premier Communications,Premier Communications,CAP/CLEC,MUTUAL TELEPHONE COMPANY,0004338315,,339 1st Ave NE,PO Box 200,,Sioux Center,IA,51250-0200,339 1st Ave. N.E.,P.O. Box 200,,Sioux Center,IA,51250-0200,(712) 722-3451,,,,,,,,,,,,,,,Gerry Duffy,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 828-5528,,,gjd@bloostonlaw.com,"2120 L Street,  NW",Suite  300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3331,816304,4/1/2019,Yes,"PBT Communications, Inc.",Comporium,CAP/CLEC,"PBT Telecom, Inc.",0003717725,,1660 Juniper Springs Rd,,,Gilbert,SC,29054,1660 Juniper Springs Rd,,,Gilbert,SC,29054,(800) 258-7978,,,,,,,,,,,,,,,,"Blooston, Mordofsky, Jackson & Dickens",(202) 659-0830,,(202) 828-5568,none@usac.org,2120 L St NW,,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3367,816440,4/1/2019,No,"MH Telecom, LLC","MH Telecom, LLC",CAP/CLEC,MOUNT HOREB TELEPHONE COMPANY,0004318929,,200 East Main Street,PO Box 65,,Mount Horeb,WI,53572,200 East Main Street,PO Box 65,,Mount Horeb,WI,53572,(608) 437-5551,,,,,,,,,,,,,,,,National Registered Agents,(888) 579-0286,,(516) 222-2116,ct-statecommunications@wolterskuwer.com,"1015 15th Street, NW",Suite 1000,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
3369,816450,4/1/2019,Yes,"BCM One, Inc.","McGraw Communications, Inc.",CAP/CLEC,,0003761467,,"521 5TH Avenue, 14th Floor",,,New York,NY,10175,"521 5TH Avenue, 14th Floor",,,New York,NY,10175,(888) 543-2000,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(888) 315-4278,ra@rtcteam.net,"1425 K Street, NW",Suite 350,,Washington,DC,20005,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
3378,816524,4/1/2019,Yes,"Midwest Telecom of America, Inc.","Midwest Telecom of America, Inc.",Interconnected Voip,,0004330387,,1567 E 93rd Ave,,,Merrillville,IN,46410,1567 E 93rd Ave,,,Merrillville,IN,46410,(800) 935-2181,,Midwest Telecom of America,MTA,,,,,,,,,,,,Any one,"INCORP Services, Inc.",(800) 246-2677,,(702) 866-2689,documents@incorp.com,1090 Vermont Ave. NW,suite 910,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3391,816582,4/1/2019,No,"Wilderness Valley Telephone Co., Inc.","Wilderness Valley Tel. Co., Inc.",Incumbent LEC,,0003774460,,13448 County Rd 25,,,Wawina,MN,55736-2021,13448 County Rd 25,,,Wawina,MN,55736-2021,(218) 488-6565,,Wilderness Valley Telephone Company,,,,,,,,,,,,,John Prendergast,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 659-0830,,(202) 828-5568,jap@bloostonlaw.com,2120 L Street NW,,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3394,816606,4/1/2016,No,Global Response Corporation,Festival Flea Market,CAP/CLEC,,0008394447,,777 S. State Rd. 7,,,Margate,FL,33068,777 S State Rd 7,,,Margate,FL,33068,(954) 969-2350,,Festival Flea Market,,,,,,,,,,,,,,Registered Agents Inc,(202) 403-0533,,(323) 544-4790,info@registeredagentsinc.com,1150 Connecticut Ave NW,Ste 900,,Washington,DC,20036,Accounts Payable,Global Response Corporation,(954) 973-7300,,,accountspayable@globalresponse.com,777 South State Road 7,,,Margate,FL,33068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3420,816696,4/1/2019,No,"Cambridge TeleCom Services, Inc.","Cambridge TeleCom Services, Inc.",CAP/CLEC,CAMBRIDGE TELECOM INC,0003720992,,"Cambridge Telecom Services, Inc",111 East First Street,,Geneseo,IL,61254,"Cambridge Telecom Services, Inc",111 East First Street,,Geneseo,IL,61254,(309) 944-2103,,"Cambridge TeleCom Services, Inc.",,,,,,,,,,,,,John Christel,"National Registered Agents, Inc",(202) 371-8090,,(202) 371-1945,dcorders@corpassist.com,"1090 Vermont Ave, NW",Suite 900,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3465,816876,4/1/2019,Yes,"Consolidated Communications Networks, Inc.","Consolidated Communications Networks, Inc.",CAP/CLEC,CONSOLIDATED ENTERPRISES INC,0003740396,,"CONSOLIDATED COMMUNICATIONS NETWORKS, INC",PO Box 1408,,Dickinson,ND,58601,"CONSOLIDATED COMMUNICATIONS NETWORKS, INC",PO Box 1408,,Dickinson,ND,58601,(701) 483-4000,,,,,,,,,,,,,,,,"BLOOSTON, MORDKOFSKY, DICKENS, DUFFY & PRENDERGAST",(202) 659-0830,,(202) 828-5568,halmor@bloostonlaw.com,2120 L St NW,STE 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3467,816884,4/1/2019,Yes,"CUTTER COMMUNICATIONS, INC",GRAYSON COLLIN COMMUNICATIONS,CAP/CLEC,,0004359279,,PO Box 2119,555 Henry Hynds Expressway,,Van Alstyne,TX,75495,PO Box 2119,555 Henry Hynds Expressway,,Van Alstyne,TX,75495,(800) 867-2887,,GCEC Technologies,GCEC Telecom,,,,,,,,,,,,John Christel,"National Registered Agents,Inc",(800) 438-2996,,(202) 371-1945,corpdc@aol.com,1090 Vermont Ave NW,,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3483,816972,4/1/2019,Yes,"Vision Net, Inc.","MAIN A Division Of Vision Net, Inc.",Private Service Provider,,0015407182,,PO Box 3068,1309 NW Bypass,,Great Falls,MT,59403-3068,PO Box 3068,1309 NW Bypass,,Great Falls,MT,59403-3068,(888) 737-4617,,"M.A.I.N., Inc.",Montana Advanced Information Networks,"MAIN A Division of Vision Net, Inc.",,,,,,,,,,,Louis Lance,CT Corporation System,(202) 572-3133,,(608) 824-2400,smallbusinessteam@wolterskluwer.com,1015 15th Street NW,Suite 1000,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3491,817010,4/1/2019,Yes,Preferred Long Distance,Telplex Communications,CAP/CLEC,,0003757473,,16830 Ventura Blvd,Suite 350,,Encino,CA,91436,16830 Ventura Blvd,Suite 350,,Encino,CA,91436,(888) 235-2026,,"Preferred Long Distance, Inc.",Telplex Communications,RingPlanet Communications,Telplex,Ringplanet,,,,,,,,,,CT Corporation,(800) 336-3376,,(202) 393-1760,cls-madisonteam1@wolterskluwer.com,"1025 Vermont Ave, NW",,,Washington,DC,20005,John Clark,"Goodwin, McBride, Squeri, Scholtz, & Ritchie",(415) 765-8443,,,jclark@gmssr.com,505 Sansone Street,Suite 900,,San Francisco,CA,94111,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,
3529,817136,4/1/2019,Yes,"Knology of Georgia, Inc.","Knology of Georgia, Inc.",CAP/CLEC,WIDE OPEN WEST FINANCE LLC,0003766318,,"Wide Open West Finance, LLC",1241 OG Skinner Drive,,West Point,GA,31833,"Wide Open West Finance, LLC",1241 OG Skinner Drive,,West Point,GA,31833,(877) 566-5649,,"WOW! Internet, Cable and Phone",,,,,,,,,,,,,,Corporation Guarantee and Trust Company,(800) 563-6131,,(215) 633-8160,info@cgtco.com,"1150 Connecticut Avenue, NW",Suite 900,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3546,817206,4/1/2019,Yes,Saddleback Communications,Saddleback Communications,Incumbent LEC,SADDLEBACK COMMUNICATIONS,0006259931,,10190 East McKellips Rd,,,Scottsdale,AZ,85256,10190 East McKellips Rd,,,Scottsdale,AZ,85256,(480) 362-7000,,,,,,,,,,,,,,,Mitchell Brecher,Greenberg Traurig,(202) 331-3152,,(202) 331-3101,brecherm@gtlaw.com,"2101 L Street, NW",Suite 1000,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3547,817208,4/1/2019,Yes,"Starpower Communications, LLC","Starpower Communications, LLC",CAP/CLEC,"Radiate Holdings, LP",0003735016,,650 College Road East,Suite 3100,,Princeton,NJ,08540,650 College Road East,Suite 3100,,Princeton,NJ,08540,(800) 746-4726,,RCN,,,,,,,,,,,,,Russell Blau,"Morgan, Lewis & Bockius LLP",(202) 373-6035,,(202) 373-6001,russell.blau@morganlewis.com,2020 K St NW,,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3549,817212,4/1/2019,Yes,"TDS Metrocom, Inc.",TDS Metrocom,CAP/CLEC,TDS Telecommunications Corporation,0003767639,"TDS Telecom, Inc.",525 Junction Rd,,,Madison,WI,53717-2152,525 Junction Rd,,,Madison,WI,53717-2152,(608) 664-4000,,,,,,,,,,,,,,,Russell Blau,Bingham McCutchen,(202) 373-6057,,(202) 373-6001,patrick.donovan@bingham.com,Bingham McCutchen,2020 K Street NW,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
3551,817226,4/1/2019,Yes,Madison Cellular Telephone Company,United States Cellular,Cellular/PCS/SMR,United States Cellular Operating Company,0001574540,,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,(888) 944-9400,,U S. Cellular,,,,,,,,,,,,,Peter Connolly,,(202) 862-5989,,(202) 955-5564,pconnoly@hklaw.com,800 17th St NW,Suite 1100,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
3553,817230,4/1/2019,Yes,"Kenosha Cellular Telephone, L.P.",U.S. Cellular,Cellular/PCS/SMR,United States Cellular Operating Company,0002703155,,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,(888) 944-9400,,U.S. Cellular,,,,,,,,,,,,,Peter Connolly,,(202) 862-5989,,(202) 955-5564,pconnoly@hklaw.com,800 17th St NW,Suite 1100,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
3554,817232,4/1/2019,Yes,Racine Cellular Telephone Company,United States Cellular,Cellular/PCS/SMR,United States Cellular Operating Company,0001573393,,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,8410 West Bryn Mawr Suite 700,,,Chicago,IL,60631-3486,(888) 944-9400,,U.S. Cellular,,,,,,,,,,,,,Peter Connolly,,(202) 862-5989,,(202) 955-5564,pconnoly@hklaw.com,800 17th St NW,Suite 1100,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
3555,817236,4/1/2019,Yes,"UTC Long Distance, LLC",UTC Long Distance,Interexchange Carrier,UNITED COMMUNICATIONS HOLDINGS LLC,0005023940,,PO Box 207,120 Taylor Street,,Chapel Hill,TN,37034,PO Box 207,120 Taylor Street,,Chapel Hill,TN,37034,(888) 870-5882,,"UTC Long Distance, LLC",,,,,,,,,,,,,Caressa Bennet,Womble Bond Dickinson (US) LLP,(202) 857-4519,,(202) 261-0079,carri.bennet@wbd-us.com,1200 Nineteenth Street,NW Suite 500,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3568,817290,4/1/2019,Yes,Mpower Communications Corp.,TPx Communications,CAP/CLEC,US TELEPACIFIC HOLDINGS CORP,0003733102,,515 S Flower St,45th Floor,,Los Angeles,CA,90071,515 S Flower St,47th Floor,,Los Angeles,CA,90071,(877) 487-8722,,,,,,,,,,,,,,,,Corporation Service Company,(202) 408-3121,,(202) 408-3141,krose@cscinfo.com,1090 Vermont Ave NW,,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
3589,817360,4/1/2019,Yes,"South Park, LLC",South Park Telephone Company,Incumbent LEC,"USCONNECT HOLDINGS, INC.",0005070933,,PO Box 19166,,,Colorado City,CO,81019-0166,PO Box 19166,,,Colorado City,CO,81019-0166,(888) 837-6400,,South Park Telephone Co.,,,,,,,,,,,,,Paul Schudel,"Woods & Aitken, LLP",(202) 944-9500,,(202) 944-9501,fccagent@woodsaitken.com,"5151 Wisconsin Avenue, NW",Suite 310,,Washington,DC,20016,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
